Year,Term,Subject,Number,Name
2019,Fall,DANC,167,Beginning Ballet Tech Elect
2019,Fall,DANC,199,Undergraduate Open Seminar
2019,Fall,DANC,200,Explore Music through Dance
2019,Fall,DANC,201,Yoga Practicum
2019,Fall,DANC,209,Lyric Theatre Dance
2019,Fall,DANC,210,Int Jazz Technique
2019,Fall,DANC,211,Int Hip Hop Technique
2019,Fall,DANC,212,Musical Theater Dance
2019,Fall,DANC,215,Int Tap Dance Technique
2019,Fall,DANC,220,Perf Pract Student Works I
2019,Fall,DANC,221,Performance in Grad Thesis I
2019,Fall,DANC,222,Perf Pract November I
2019,Fall,DANC,223,Perf Pract February I
2019,Fall,DANC,231,Production Practicum II
2019,Fall,DANC,232,Repertory Company
2019,Fall,DANC,240,Dance History
2019,Fall,DANC,245,Introduction to Somatics
2019,Fall,DANC,259,Contact Improv for Act/Mus/Dan
2019,Fall,DANC,260,Int Contemp Modern Tech Core
2019,Fall,DANC,261,Int Contemp Modern Tech Elect
2019,Fall,DANC,262,Choreographic Process I
2019,Fall,DANC,266,Intermediate Ballet Tech Core
2019,Fall,DANC,267,Intermediate Ballet Tech Elect
2019,Fall,DANC,268,Music Theory for Dancers
2019,Fall,DANC,301,Yoga Fundamentals
2019,Fall,DANC,302,Intermediate Asana
2019,Fall,DANC,303,Yoga Teacher Training
2019,Fall,DANC,310,World Dance Forms
2019,Fall,DANC,330,Dance Documentation
2019,Fall,DANC,331,Production Practicum III
2019,Fall,DANC,340,Dancing Black Popular Culture
2019,Fall,DANC,345,Dance Anatomy and Kinesiology
2019,Fall,DANC,350,Creative Dance for Children
2019,Fall,DANC,360,Int/Adv Contemp Mod Tech Core
2019,Fall,DANC,361,Int/Adv Contemp Mod Tech Elect
2019,Fall,DANC,362,Choreographic Process II
2019,Fall,DANC,363,Advanced Improvisation
2019,Fall,DANC,366,Int/Adv Ballet Tech Core
2019,Fall,DANC,367,Int/Adv Ballet Tech Elect
2019,Fall,DANC,375,Production in Dance
2019,Fall,DANC,400,Viewing Dance
2019,Fall,DANC,401,Alexander Tech for Dancers
2019,Fall,DANC,402,Alexander Technique Practicum
2019,Fall,DANC,410,Advanced Jazz Technique
2019,Fall,DANC,411,Adv Hip Hop Technique
2019,Fall,DANC,420,Perf Pract Student Works II
2019,Fall,DANC,421,Performance in Grad Thesis II
2019,Fall,DANC,422,Perf Pract November II
2019,Fall,DANC,423,Perf Pract February II
2019,Fall,DANC,424,Collaborative Performance
2019,Fall,DANC,425,Dance Internship
2019,Fall,DANC,431,Production Practicum IV
2019,Fall,DANC,441,Dance History Seminar
2019,Fall,DANC,445,Dance Kinesiology and Somatics
2019,Fall,DANC,450,Teaching Workshop
2019,Fall,DANC,451,Ind Study and Special Topics
2019,Fall,DANC,455,Supervised Teaching
2019,Fall,DANC,459,Contact Improv Act/Mus/Dan II
2019,Fall,DANC,460,Adv Contemp Modern Tech Core
2019,Fall,DANC,461,Adv Contemp Modern Tech Elect
2019,Fall,DANC,462,Composition Workshop
2019,Fall,DANC,464,Composer-Chor Workshop
2019,Fall,DANC,465,Screendance
2019,Fall,DANC,466,Advanced Ballet Tech Core
2019,Fall,DANC,467,Advanced Ballet Tech Elect
2019,Fall,DANC,495,Senior Career Seminar
2019,Fall,DANC,497,BA Capstone Project
2019,Fall,DANC,498,Senior Thesis Production
2019,Fall,DANC,499,Senior Thesis Project
2019,Fall,DANC,510,Grad Seminar/Special Topics
2019,Fall,DANC,520,Synthesis Laboratory
2019,Fall,DANC,530,Somatics in Dance Training
2019,Fall,DANC,531,MFA Prof Practice Seminar
2019,Fall,DANC,532,Digital Media for Dancers
2019,Fall,DANC,541,Contemporary Directions I
2019,Fall,DANC,542,Contemporary Directions II
2019,Fall,DANC,550,Advanced Research in Dance
2019,Fall,DANC,560,Advanced Physical Practice
2019,Fall,DANC,562,Graduate Composition II
2019,Fall,DANC,581,Aesthetics and Curriculum
2019,Fall,DANC,598,Creative Thesis Project
2019,Fall,EALC,114,Introduction to East Asian Art
2019,Fall,EALC,120,East Asian Civilizations
2019,Fall,EALC,122,History East Asian Religions
2019,Fall,EALC,130,The Chinese Language
2019,Fall,EALC,132,Zen
2019,Fall,EALC,199,Undergraduate Open Seminar
2019,Fall,EALC,220,Traditional China
2019,Fall,EALC,221,Modern China
2019,Fall,EALC,222,Chinese Thought and Culture
2019,Fall,EALC,226,Premodern Japanese History
2019,Fall,EALC,227,Modern Japanese History
2019,Fall,EALC,240,Chinese Civilization
2019,Fall,EALC,250,Intro to Japanese Culture
2019,Fall,EALC,275,Masterpieces of East Asian Lit
2019,Fall,EALC,276,Asian Film Genres
2019,Fall,EALC,285,Intro to Korea Through Film
2019,Fall,EALC,287,Introduction to Buddhism
2019,Fall,EALC,288,Contemporary East Asia
2019,Fall,EALC,305,Japan Lit in Translation I
2019,Fall,EALC,306,Japan Lit in Translation II
2019,Fall,EALC,307,Classical Chinese Lit
2019,Fall,EALC,308,Chinese Popular Lit
2019,Fall,EALC,343,Gov &amp; Pol of China
2019,Fall,EALC,365,Contemporary Korean Society
2019,Fall,EALC,367,History of Korea
2019,Fall,EALC,390,Individual Study
2019,Fall,EALC,398,Colloquium in EALC
2019,Fall,EALC,402,Ways of Seeing in Edo Japan
2019,Fall,EALC,403,Word and Image in Chinese Art
2019,Fall,EALC,411,The Chinese Novel
2019,Fall,EALC,412,Mod Chinese Lit in Translation
2019,Fall,EALC,415,Mod Japan Lit in Translation
2019,Fall,EALC,420,China Under the Qing Dynasty
2019,Fall,EALC,421,Soc-Econ Hist Modern China
2019,Fall,EALC,425,Chinese Poetry and Translation
2019,Fall,EALC,426,Early Modern Japan
2019,Fall,EALC,427,Twentieth-Century Japan
2019,Fall,EALC,430,Intro to East Asian Ling
2019,Fall,EALC,466,Japanese Cinema
2019,Fall,EALC,476,Classical Chinese Thought
2019,Fall,EALC,484,Buddhist Meditation
2019,Fall,EALC,488,History of Chinese Buddhism
2019,Fall,EALC,490,Individual Study
2019,Fall,EALC,495,Topics in Asian Religions
2019,Fall,EALC,500,Proseminar in EALC
2019,Fall,EALC,501,Seminar in Chinese Art
2019,Fall,EALC,511,Applied Literary Translation I
2019,Fall,EALC,512,Applied LiteraryTranslation II
2019,Fall,EALC,520,Problems in Chinese History
2019,Fall,EALC,521,Seminar in Chinese Literature
2019,Fall,EALC,522,Research Seminar: China
2019,Fall,EALC,526,Problems in Japanese History
2019,Fall,EALC,527,Research Seminar: Japan
2019,Fall,EALC,550,Seminar in EALC
2019,Fall,EALC,560,East Asian Language Pedagogy
2019,Fall,EALC,567,Popular Religion in East Asia
2019,Fall,EALC,584,Theories in Second Language Acquisition
2019,Fall,EALC,588,Sem Second Lang Learn
2019,Fall,EALC,590,Individual Study and Research
2019,Fall,EALC,599,Thesis Research
2019,Fall,ECE,101,Exploring Digital Info Technol
2019,Fall,ECE,110,Introduction to Electronics
2019,Fall,ECE,120,Introduction to Computing
2019,Fall,ECE,198,Special Topics
2019,Fall,ECE,199,Undergraduate Open Seminar
2019,Fall,ECE,200,Seminar
2019,Fall,ECE,205,Electrical and Electronic Circuits
2019,Fall,ECE,206,Electrical and Electronic Circuits Lab
2019,Fall,ECE,210,Analog Signal Processing
2019,Fall,ECE,211,Analog Circuits &amp; Systems
2019,Fall,ECE,220,Computer Systems &amp; Programming
2019,Fall,ECE,297,Individual Study
2019,Fall,ECE,298,Special Topics
2019,Fall,ECE,304,Photonic Devices
2019,Fall,ECE,307,Techniques for Engrg Decisions
2019,Fall,ECE,310,Digital Signal Processing
2019,Fall,ECE,311,Digital Signal Processing Lab
2019,Fall,ECE,313,Probability with Engrg Applic
2019,Fall,ECE,314,Probability in Engineering Lab
2019,Fall,ECE,316,Ethics and Engineering
2019,Fall,ECE,317,ECE Technology &amp; Management
2019,Fall,ECE,329,Fields and Waves I
2019,Fall,ECE,330,Power Ckts &amp; Electromechanics
2019,Fall,ECE,333,Green Electric Energy
2019,Fall,ECE,340,Semiconductor Electronics
2019,Fall,ECE,342,Electronic Circuits
2019,Fall,ECE,343,Electronic Circuits Laboratory
2019,Fall,ECE,345,Design and Innovation
2019,Fall,ECE,350,Fields and Waves II
2019,Fall,ECE,365,Data Science and Engineering
2019,Fall,ECE,374,Introduction to Algorithms &amp; Models of Computation
2019,Fall,ECE,380,Biomedical Imaging
2019,Fall,ECE,385,Digital Systems Laboratory
2019,Fall,ECE,391,Computer Systems Engineering
2019,Fall,ECE,395,Advanced Digital Projects Lab
2019,Fall,ECE,396,Honors Project
2019,Fall,ECE,397,Individual Study in ECE
2019,Fall,ECE,398,Special Topics in ECE
2019,Fall,ECE,399,Honors Seminar
2019,Fall,ECE,401,Signal and Image Analysis
2019,Fall,ECE,402,Electronic Music Synthesis
2019,Fall,ECE,403,Audio Engineering
2019,Fall,ECE,408,Applied Parallel Programming
2019,Fall,ECE,411,Computer Organization &amp; Design
2019,Fall,ECE,412,Microcomputer Laboratory
2019,Fall,ECE,414,Biomedical Instrumentation
2019,Fall,ECE,415,Biomedical Instrumentation Lab
2019,Fall,ECE,416,Biosensors
2019,Fall,ECE,417,Multimedia Signal Processing
2019,Fall,ECE,418,Image &amp; Video Processing
2019,Fall,ECE,419,Security Laboratory
2019,Fall,ECE,420,Embedded DSP Laboratory
2019,Fall,ECE,422,Computer Security I
2019,Fall,ECE,424,Computer Security II
2019,Fall,ECE,425,Intro to VLSI System Design
2019,Fall,ECE,428,Distributed Systems
2019,Fall,ECE,431,Electric Machinery
2019,Fall,ECE,432,Advanced Electric Machinery
2019,Fall,ECE,435,Computer Networking Laboratory
2019,Fall,ECE,437,Sensors and Instrumentation
2019,Fall,ECE,438,Communication Networks
2019,Fall,ECE,439,Wireless Networks
2019,Fall,ECE,441,Physcs &amp; Modeling Semicond Dev
2019,Fall,ECE,443,LEDs and Solar Cells
2019,Fall,ECE,444,IC Device Theory &amp; Fabrication
2019,Fall,ECE,445,Senior Design Project Lab
2019,Fall,ECE,446,Principles of Experimental Research in Electrical Engineering
2019,Fall,ECE,447,Active Microwave Ckt Design
2019,Fall,ECE,448,Artificial Intelligence
2019,Fall,ECE,451,Adv Microwave Measurements
2019,Fall,ECE,452,Electromagnetic Fields
2019,Fall,ECE,453,Wireless Communication Systems
2019,Fall,ECE,454,Antennas
2019,Fall,ECE,455,Optical Electronics
2019,Fall,ECE,456,Global Nav Satellite Systems
2019,Fall,ECE,457,Microwave Devices &amp; Circuits
2019,Fall,ECE,458,Applic of Radio Wave Propag
2019,Fall,ECE,459,Communications Systems
2019,Fall,ECE,460,Optical Imaging
2019,Fall,ECE,461,Digital Communications
2019,Fall,ECE,462,Logic Synthesis
2019,Fall,ECE,463,Digital Communications Lab
2019,Fall,ECE,464,Power Electronics
2019,Fall,ECE,465,Optical Communications Systems
2019,Fall,ECE,466,Optical Communications Lab
2019,Fall,ECE,467,Biophotonics
2019,Fall,ECE,468,Optical Remote Sensing
2019,Fall,ECE,469,Power Electronics Laboratory
2019,Fall,ECE,470,Introduction to Robotics
2019,Fall,ECE,472,Biomedical Ultrasound Imaging
2019,Fall,ECE,473,Fund of Engrg Acoustics
2019,Fall,ECE,476,Power System Analysis
2019,Fall,ECE,478,Formal Software Devel Methods
2019,Fall,ECE,480,Magnetic Resonance Imaging
2019,Fall,ECE,481,Nanotechnology
2019,Fall,ECE,482,Digital IC Design
2019,Fall,ECE,483,Analog IC Design
2019,Fall,ECE,484,Prin Adv Microelec Processing
2019,Fall,ECE,485,MEMS Devices &amp; Systems
2019,Fall,ECE,486,Control Systems
2019,Fall,ECE,487,Intro Quantum Electr for EEs
2019,Fall,ECE,488,Compound Semicond &amp; Devices
2019,Fall,ECE,489,Robot Dynamics and Control
2019,Fall,ECE,490,Introduction to Optimization
2019,Fall,ECE,491,Numerical Analysis
2019,Fall,ECE,492,Parallel Progrmg: Sci &amp; Engrg
2019,Fall,ECE,493,Advanced Engineering Math
2019,Fall,ECE,495,Photonic Device Laboratory
2019,Fall,ECE,496,Senior Research Project
2019,Fall,ECE,498,Special Topics in ECE
2019,Fall,ECE,499,Senior Thesis
2019,Fall,ECE,500,ECE Colloquium
2019,Fall,ECE,508,Manycore Parallel Algorithms
2019,Fall,ECE,510,Micro and Nanolithography
2019,Fall,ECE,511,Computer Architecture
2019,Fall,ECE,512,Computer Microarchitecture
2019,Fall,ECE,513,Vector Space Signal Processing
2019,Fall,ECE,515,Control System Theory &amp; Design
2019,Fall,ECE,517,Nonlinear &amp; Adaptive Control
2019,Fall,ECE,518,Adv Semiconductor Nanotech
2019,Fall,ECE,519,Hardware Verification
2019,Fall,ECE,520,EM Waves &amp; Radiating Systems
2019,Fall,ECE,523,Gaseous Electronics &amp; Plasmas
2019,Fall,ECE,524,Advanced Computer Security
2019,Fall,ECE,526,Distributed Algorithms
2019,Fall,ECE,527,System-On-Chip Design
2019,Fall,ECE,528,Analysis of Nonlinear Systems
2019,Fall,ECE,530,Large-Scale System Analysis
2019,Fall,ECE,531,Theory of Guided Waves
2019,Fall,ECE,532,Compnd Semicond &amp; Diode Lasers
2019,Fall,ECE,534,Random Processes
2019,Fall,ECE,535,Theory of Semicond &amp; Devices
2019,Fall,ECE,536,Integ Optics &amp; Optoelectronics
2019,Fall,ECE,537,Speech Processing Fundamentals
2019,Fall,ECE,539,Adv Theory Semicond &amp; Devices
2019,Fall,ECE,540,Computational Electromagnetics
2019,Fall,ECE,541,Computer Systems Analysis
2019,Fall,ECE,542,Fault-Tolerant Dig Syst Design
2019,Fall,ECE,543,Statistical Learning Theory
2019,Fall,ECE,544,Topics in Signal Processing
2019,Fall,ECE,545,Advanced Physical Acoustics
2019,Fall,ECE,546,Advanced Signal Integrity
2019,Fall,ECE,547,Topics in Image Processing
2019,Fall,ECE,548,Models of Cognitive Processes
2019,Fall,ECE,549,Computer Vision
2019,Fall,ECE,550,Advanced Robotic Planning
2019,Fall,ECE,551,Digital Signal Processing II
2019,Fall,ECE,552,Numerical Circuit Analysis
2019,Fall,ECE,553,Optimum Control Systems
2019,Fall,ECE,554,Dynamic System Reliability
2019,Fall,ECE,555,Control of Stochastic Systems
2019,Fall,ECE,556,Coding Theory
2019,Fall,ECE,557,Geometric Control Theory
2019,Fall,ECE,558,Digital Imaging
2019,Fall,ECE,559,Topics in Communications
2019,Fall,ECE,560,VLSI in DSP &amp; Communication
2019,Fall,ECE,561,Detection &amp; Estimation Theory
2019,Fall,ECE,562,Advanced Digital Communication
2019,Fall,ECE,563,Information Theory
2019,Fall,ECE,564,Modern Light Microscopy
2019,Fall,ECE,565,Energy Dissipation Electronics
2019,Fall,ECE,566,Computational Inference and Learning
2019,Fall,ECE,567,Communication Network Analysis
2019,Fall,ECE,568,Model &amp; Cntrl Electromech Syst
2019,Fall,ECE,569,Inverse Problems in Optics
2019,Fall,ECE,570,Nonlinear Optics
2019,Fall,ECE,571,EM Waves in Inhomogen Media
2019,Fall,ECE,572,Quantum Opto-Electronics
2019,Fall,ECE,573,Power System Control
2019,Fall,ECE,574,Nanophotonics
2019,Fall,ECE,576,Power System Dynm &amp; Stability
2019,Fall,ECE,577,Advanced Antenna Theory
2019,Fall,ECE,579,Computational Complexity
2019,Fall,ECE,580,Optimiz by Vector Space Methds
2019,Fall,ECE,581,Advanced Analog IC Design
2019,Fall,ECE,582,Physical VLSI Design
2019,Fall,ECE,584,Embedded System Verification
2019,Fall,ECE,585,MOS Device Modeling &amp; Design
2019,Fall,ECE,586,Topics in Decision and Control
2019,Fall,ECE,588,Electricity Resource Planning
2019,Fall,ECE,590,Grad Sem in Special Topics
2019,Fall,ECE,594,Math Models of Language
2019,Fall,ECE,596,Master's Project
2019,Fall,ECE,597,Individual Study in ECE
2019,Fall,ECE,598,Special Topics in ECE
2019,Fall,ECE,599,Thesis Research
2019,Fall,ECON,101,Introduction to Economics
2019,Fall,ECON,102,Microeconomic Principles
2019,Fall,ECON,103,Macroeconomic Principles
2019,Fall,ECON,198,Economics at Illinois
2019,Fall,ECON,199,Undergraduate Open Seminar
2019,Fall,ECON,202,Economic Statistics I
2019,Fall,ECON,203,Economic Statistics II
2019,Fall,ECON,210,Environmental Economics
2019,Fall,ECON,220,Intl Economic Principles
2019,Fall,ECON,302,Inter Microeconomic Theory
2019,Fall,ECON,303,Inter Macroeconomic Theory
2019,Fall,ECON,397,Senior Research I
2019,Fall,ECON,398,Senior Research II
2019,Fall,ECON,399,Undergraduate Open Seminar
2019,Fall,ECON,402,American Economic History
2019,Fall,ECON,411,Public Sector Economics
2019,Fall,ECON,413,The Nonprofit Economy
2019,Fall,ECON,414,Urban Economics
2019,Fall,ECON,415,Environmental Economics
2019,Fall,ECON,417,Cost-Benefit Analysis
2019,Fall,ECON,418,Health Economics
2019,Fall,ECON,420,International Economics
2019,Fall,ECON,425,Macroeconomic Policy
2019,Fall,ECON,426,Monetary Economics and Policy
2019,Fall,ECON,437,Game Theory
2019,Fall,ECON,440,Economics of Labor Markets
2019,Fall,ECON,442,Women in the Economy
2019,Fall,ECON,447,Economics of the Workplace
2019,Fall,ECON,448,Employee Compensation and Incentives
2019,Fall,ECON,450,Development Economics
2019,Fall,ECON,451,Program Evaluation in Developing Economies
2019,Fall,ECON,452,The Latin American Economies
2019,Fall,ECON,453,Economies of the Middle East and North Africa
2019,Fall,ECON,455,Economics of Poverty Alleviation in Developing Countries
2019,Fall,ECON,460,Financial Economics
2019,Fall,ECON,469,Economics of Risk
2019,Fall,ECON,471,Intro to Applied Econometrics
2019,Fall,ECON,472,Financial Econometrics
2019,Fall,ECON,474,Econometrics of Policy Evaluation
2019,Fall,ECON,475,Economic Forecasting
2019,Fall,ECON,480,Industrial Comp and Monopoly
2019,Fall,ECON,481,Govt Reg of Economic Activity
2019,Fall,ECON,483,Econ of Innovation and Tech
2019,Fall,ECON,484,Law and Economics
2019,Fall,ECON,490,Topics in Economics
2019,Fall,ECON,500,Microeconomics
2019,Fall,ECON,501,Macroeconomics
2019,Fall,ECON,502,Economic Statistics
2019,Fall,ECON,503,Econometrics
2019,Fall,ECON,504,Time Series Analysis in Econ
2019,Fall,ECON,505,Introduction to Game Theory
2019,Fall,ECON,507,Computable G E Modeling
2019,Fall,ECON,510,Economics of Taxation
2019,Fall,ECON,511,Public Goods Theory
2019,Fall,ECON,513,International Trade
2019,Fall,ECON,514,International Financial
2019,Fall,ECON,516,Monetary Theory
2019,Fall,ECON,517,Monetary Policy
2019,Fall,ECON,519,Development and Growth Policy
2019,Fall,ECON,527,Business International Econ
2019,Fall,ECON,528,Microeconomics for Business
2019,Fall,ECON,529,Macroeconomics for Business
2019,Fall,ECON,530,Microeconomic Theory I
2019,Fall,ECON,531,Macroeconomic Theory I
2019,Fall,ECON,532,Econometric Analysis I
2019,Fall,ECON,533,Microeconomic Theory II
2019,Fall,ECON,534,Macroeconomic Theory II
2019,Fall,ECON,535,Econometric Analysis II
2019,Fall,ECON,536,Applied Econometrics
2019,Fall,ECON,540,Labor Economics I
2019,Fall,ECON,541,Labor Economics II
2019,Fall,ECON,542,Collective Bargaining
2019,Fall,ECON,543,Workplace Dispute Resolution
2019,Fall,ECON,545,"Econ of Ed, Hlth &amp; Hum Capital"
2019,Fall,ECON,546,Gen Equ Env Tax Policy
2019,Fall,ECON,547,Urban Economics
2019,Fall,ECON,548,Adv Natural Resource Economics
2019,Fall,ECON,549,Environmental Economics
2019,Fall,ECON,550,Econ of Development and Growth
2019,Fall,ECON,551,Topics in Development Econ
2019,Fall,ECON,553,Demand/Supply/Firms/Households
2019,Fall,ECON,555,Topics in Microeconomics I
2019,Fall,ECON,556,Topics in Microeconomics II
2019,Fall,ECON,557,Topics in Microeconomics III
2019,Fall,ECON,562,Topics in Macroeconomics I
2019,Fall,ECON,572,Political Economy
2019,Fall,ECON,574,Econometrics I
2019,Fall,ECON,575,Econometrics II
2019,Fall,ECON,576,Time Series
2019,Fall,ECON,577,Topics in Econometrics
2019,Fall,ECON,578,Large Sample Theory
2019,Fall,ECON,580,Industrial Organization
2019,Fall,ECON,581,Govt Regulation of Industry
2019,Fall,ECON,582,Empirical Ind Organization
2019,Fall,ECON,585,Topics in International Econ
2019,Fall,ECON,590,Individual Study and Research
2019,Fall,ECON,598,Workshop and Research Seminar
2019,Fall,ECON,599,Thesis Research
2019,Fall,EDPR,199,Undergraduate Open Seminar
2019,Fall,EDPR,250,School &amp; Community Experiences
2019,Fall,EDPR,420,Ed Prac Students with Sp Needs
2019,Fall,EDPR,432,Ed Prac in EC &amp; ELED
2019,Fall,EDPR,438,Educational Practice in Special Fields
2019,Fall,EDPR,442,Educational Practice in Secondary Education
2019,Fall,EDPR,550,School and Community Experience
2019,Fall,EDUC,101,Education Orientation Seminar
2019,Fall,EDUC,102,Freshman Honors Seminar
2019,Fall,EDUC,201,Identity and Difference in Education
2019,Fall,EDUC,202,"Social Justice, School &amp; Society"
2019,Fall,EDUC,299,Education Study Abroad
2019,Fall,EDUC,499,Education Abroad
2019,Fall,EIL,199,Undergraduate Open Seminar
